id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
Game12-turkey-russia-177,557,"A Ber S Sil - Mun
A Boh S Sil - Mun
F BOT - BAL
F Nwy H
A Sil - Mun
F Swe S Nwy
A Vie H
A War - Sil",russia-Game12,Game12-turkey-russia-176,Game12-turkey-russia,turkey-Game12,557,177,1904,8,-1,0
Game6-turkey-france-14,362,"As you could probably guess, me and Germany have an alliance. But, if I'm going to be 100% honest here, I think that at this point in the game, where Germany is completely exposed from the backside(Ruhr), it's time to shift our alliances. I seriously doubt anybody is going to get the win—but getting a two-way win might be possible. If I can take out Germany, and you take out Russia, Italy and England are a piece of cake.",france-Game6,Game6-turkey-france-13,Game6-turkey-france,turkey-Game6,362,14,1903,7,0,1
Game1-england-italy-287,1824,"I trust you at this point, but I don’t think that confronting her is the best move here.",italy-Game1,Game1-england-italy-286,Game1-england-italy,england-Game1,1824,287,1907,10,5,1
Game1-austria-italy-100,1242,Thoughts on where we go from here?,italy-Game1,Game1-austria-italy-99,Game1-austria-italy,austria-Game1,1242,100,1905,7,0,0
Game3-england-france-27,733,I wanted to give you a heads up but gotta admit there was risk in that.  I wasn't sure you would've exactly seen it the way I did lol,england-Game3,Game3-england-france-26,Game3-england-france,france-Game3,733,27,1903,7,2,0
Game2-austria-italy-72,249,I think we're good.  Thanks for confirming,austria-Game2,Game2-austria-italy-71,Game2-austria-italy,italy-Game2,249,72,1901,3,0,1
Game4-england-france-8,93,Given my communication with them they probably just want us to fight so that they can take Scandinavia/Belgium for themselves,france-Game4,Game4-england-france-7,Game4-england-france,england-Game4,93,8,1901,3,0,1
Game11-england-germany-13,268,"On second thought, the fact that the French don't feel trustworthy means that they're probably lying when they say they'll move to Belgium. I dunno. Take it how you will.",germany-Game11,Game11-england-germany-12,Game11-england-germany,england-Game11,268,13,1901,3,0,1
Game7-italy-russia-62,881,"*told, least",russia-Game7,Game7-italy-russia-61,Game7-italy-russia,italy-Game7,881,62,1907,4,-1,0
Game1-england-germany-264,1461,"Oh italy said ""I don't trust France"" and that was the end of it. So no, there didn't end up being a discussion except me telling France that you're gunning for Brest (which was obvious anyway), and that Italy's shooting for Mao this turn (which may or may not be true--but by this time you and I were strategizing and I wanted to keep France out of our way). 
If france *is* planning to stab you, they're intentionally throwing me off the scent. Which would be surprising but not unheard of. So no, I'm not planning to help in a stab I know nothing about.",germany-Game1,Game1-england-germany-263,Game1-england-germany,england-Game1,1461,264,1906,5,0,1
Game11-turkey-france-4,307,All I heard was that they and russia were going to try to take you out,france-Game11,Game11-turkey-france-3,Game11-turkey-france,turkey-Game11,307,4,1901,3,0,1
Game9-england-russia-2,15,Sounds good,england-Game9,Game9-england-russia-1,Game9-england-russia,russia-Game9,15,2,1901,3,-1,0
Game4-england-france-37,285,I don't want to fight you since I find it incredibly easy for both of us to defend against eachother.,france-Game4,Game4-england-france-36,Game4-england-france,england-Game4,285,37,1901,6,2,1
Game4-france-russia-193,1102,I don't really want to turn on England... but we could,russia-Game4,Game4-france-russia-192,Game4-france-russia,france-Game4,1102,193,1904,6,0,0
Game2-austria-germany-265,1887,AEI - didn’t you say you used to work at a think thank?,germany-Game2,Game2-austria-germany-264,Game2-austria-germany,austria-Game2,1887,265,1904,7,0,1
Game2-turkey-austria-22,131,I'm happy to support you if I can get sevastopol,turkey-Game2,Game2-turkey-austria-21,Game2-turkey-austria,austria-Game2,131,22,1901,3,0,1
Game2-italy-germany-263,2407,Asshats,italy-Game2,Game2-italy-germany-262,Game2-italy-germany,germany-Game2,2407,263,1905,6,-3,0
Game3-turkey-russia-21,294,"Yeah, good call. So ordered.",russia-Game3,Game3-turkey-russia-20,Game3-turkey-russia,turkey-Game3,294,21,1901,4,1,1
Game10-austria-france-8,423,"Nice defense!  Retreat to Gas to cut off Germany’s only allowed retreat and they have to rebuild in Berlin and Kiel, way far away... maybe you can even convince them to back off now?  Maybe even build fleets and go after England?",austria-Game10,Game10-austria-france-7,Game10-austria-france,france-Game10,423,8,1902,5,1,0
Game1-england-france-95,396,"If he moves Kiel to ruhr, he leaves all sorts of things completely exposed like Denmark. And if he leaves Munich he leaves that open as well",france-Game1,Game1-england-france-94,Game1-england-france,england-Game1,396,95,1902,5,1,0
Game8-austria-italy-53,395,We’re all the moves through the Balkans with turkey coordinated?,italy-Game8,Game8-austria-italy-52,Game8-austria-italy,austria-Game8,395,53,1903,4,0,0
Game3-austria-italy-77,534,"Had heard that. Russia told me they was supporting me into bul again, but I don't think I want to make moves. I think if we can at least get Germany on our side, Turkey Germany, and myself can take out Russia.",austria-Game3,Game3-austria-italy-76,Game3-austria-italy,italy-Game3,534,77,1902,4,0,0
Game11-turkey-austria-9,205,I could also support you if you want to do it that way. Then you could get an extra build if it worked,austria-Game11,Game11-turkey-austria-8,Game11-turkey-austria,turkey-Game11,205,9,1901,3,0,1
Game11-austria-germany-225,1175,"With any luck, the game will be over soon enough anyways, the French really have no recourse here.",germany-Game11,Game11-austria-germany-224,Game11-austria-germany,austria-Game11,1175,225,1906,11,4,0
Game10-austria-germany-72,666,"I was going to cover Bud because part of the reason I had to make moves dangerous for you was because Russia is all around me right now, and I need to get them not focused on taking 2-3 of my centers.  Once they are not totally hovering over me, I’m more safe to actually counterattack",austria-Game10,Game10-austria-germany-71,Game10-austria-germany,germany-Game10,666,72,1904,7,0,1
Game11-italy-france-30,1087,"If we demilitarize and I can focus on recapturing Greece, that would help me a lot",italy-Game11,Game11-italy-france-29,Game11-italy-france,france-Game11,1087,30,1905,3,-5,1
Game1-england-germany-372,1920,"WAIT NO (sorry I was making pie and lost track of this game): I'm waiting on confirmation from France about Pic-Bre, which I will bounce with Par-Bre",germany-Game1,Game1-england-germany-371,Game1-england-germany,england-Game1,1920,372,1907,7,2,1
Game1-italy-germany-266,2139,"Okay, confirmed. 

So I’ve got in:
NAO - Liv
MAO S Bre - Channel
Gas S Par - Bre
Spa - WES
Mar S Gas holding 
Tyrolia - Trieste

Sound right?",italy-Game1,Game1-italy-germany-265,Game1-italy-germany,germany-Game1,2139,266,1907,10,3,1
Game3-italy-germany-10,191,"Yeah i feel like England has some options open, not sure what he's going for",germany-Game3,Game3-italy-germany-9,Game3-italy-germany,italy-Game3,191,10,1901,3,0,1
Game7-england-germany-40,690,I’d consider it if you could get France off my back,england-Game7,Game7-england-germany-39,Game7-england-germany,germany-Game7,690,40,1903,5,1,0
Game2-turkey-germany-204,3050,"I'm not working with Austria, I'm just not doing anything.",turkey-Game2,Game2-turkey-germany-203,Game2-turkey-germany,germany-Game2,3050,204,1907,3,-7,0
Game3-austria-germany-68,1213,"Basically it seems like England is waiting for you and Italy to put a decent dent into Turkey before making any huge moves east, so you/we have time to nibble out turkey and build up in the meantime",germany-Game3,Game3-austria-germany-67,Game3-austria-germany,austria-Game3,1213,68,1905,7,2,0
Game6-turkey-france-29,416,"So this turn don't actually stab Russia yet, just get in a convenient position to do so. Assuming Russia doesn't expect anything, we will be able to get 3 of russias supply centers. I hope you agree to this plan, and let me know in the next few hours, as I am not going to stab russia unless you are on board",france-Game6,Game6-turkey-france-28,Game6-turkey-france,turkey-Game6,416,29,1906,11,3,1
Game3-italy-russia-4,63,"So tell me, how do you find Terraforming Mars? I'm a bit of a highkey space fanatic and one of my friends has been on me to try it forever, but I don't find I have a lot of time for gaming. Worth a look? Or something that's fun but not for long?",italy-Game3,Game3-italy-russia-3,Game3-italy-russia,russia-Game3,63,4,1901,3,-1,0
Game3-turkey-austria-81,1607,"I think that seems likely. 
And revenge sure brings out your poetic side! 
...you know that’s kind of how I felt about you when you stabbed me after working with me for several turns.",turkey-Game3,Game3-turkey-austria-80,Game3-turkey-austria,austria-Game3,1607,81,1906,4,-1,0
Game11-turkey-austria-92,589,Out,austria-Game11,Game11-turkey-austria-91,Game11-turkey-austria,turkey-Game11,589,92,1902,4,0,0
Game2-germany-france-4,240,"England destroyed and divided, you in the north sweeping up Russia with support, ive swept down into Italy",france-Game2,Game2-germany-france-3,Game2-germany-france,germany-Game2,240,4,1901,3,0,1
Game12-turkey-england-3,75,So these brave young Englishmen begin their march across the continent to wage war on a country or possibly a bird?,england-Game12,Game12-turkey-england-2,Game12-turkey-england,turkey-Game12,75,3,1901,3,0,1
Game7-austria-italy-64,636,"I think I’m going to need F Nap - ADR for support in Trie, but I’ll to look at it all after work. If Germany isn’t able to get relief, the juggernaut will take the board",austria-Game7,Game7-austria-italy-63,Game7-austria-italy,italy-Game7,636,64,1903,3,-1,0
Game11-turkey-italy-67,906,"On the other hand, I’m not sure I want to attack Austria.",turkey-Game11,Game11-turkey-italy-66,Game11-turkey-italy,italy-Game11,906,67,1904,6,2,1
Game1-england-italy-73,852,And I don’t have any dialogue with France right now. I suppose that’s lazy. You want me to stay quiet or try to feel him out? There is no way he will believe anything I say after my last move.,italy-Game1,Game1-england-italy-72,Game1-england-italy,england-Game1,852,73,1904,6,1,1
Game1-austria-russia-52,2461,Sure.,austria-Game1,Game1-austria-russia-51,Game1-austria-russia,russia-Game1,2461,52,1908,3,-2,1
Game5-england-russia-24,271,"hm, yea, probably -- I guess once I'm in eng, I can get hol or Bel in the fall too anyways",england-Game5,Game5-england-russia-23,Game5-england-russia,russia-Game5,271,24,1903,7,0,1
Game2-italy-germany-92,976,My man!  Rest assured you’ll get plenty of the France pie too when his house starts to crumble.,italy-Game2,Game2-italy-germany-91,Game2-italy-germany,germany-Game2,976,92,1902,4,-1,0
Game11-turkey-austria-155,845,I was gonna self bounce in Rumania,turkey-Game11,Game11-turkey-austria-154,Game11-turkey-austria,austria-Game11,845,155,1903,5,0,0
Game3-england-germany-73,555,"He just snarked about me ignoring him and his alliance, even though he was silent and uncooperative before",germany-Game3,Game3-england-germany-72,Game3-england-germany,england-Game3,555,73,1902,5,0,0
Game2-england-germany-211,1840,*what,germany-Game2,Game2-england-germany-210,Game2-england-germany,england-Game2,1840,211,1903,7,1,0
Game4-france-russia-168,1006,"I'm paraphrasing, but Turkey told me he was not going to attack Austria because he wants to eliminate you first",france-Game4,Game4-france-russia-167,Game4-france-russia,russia-Game4,1006,168,1904,6,0,1
Game2-england-germany-96,1365,Taking the North Sea right now,germany-Game2,Game2-england-germany-95,Game2-england-germany,england-Game2,1365,96,1902,5,0,0
Game9-italy-france-14,578,"In my view, the fleet going to SC of Spain is a concession to England, but apparently he doesn't see things the same way. I suggest that we demilitarize Western Mediterranean for now. My fleet will go on standby in Lyon to defend Marseilles",france-Game9,Game9-italy-france-13,Game9-italy-france,italy-Game9,578,14,1902,5,1,0
Game10-italy-france-18,708,I could,france-Game10,Game10-italy-france-17,Game10-italy-france,italy-Game10,708,18,1905,1,-3,1
Game2-austria-italy-394,1743,I’m telling turkey we’re having an argument to see if it makes him discount the prospect of you supporting me into Smyrna...hail Mary but idc,italy-Game2,Game2-austria-italy-393,Game2-austria-italy,austria-Game2,1743,394,1903,5,-1,0
Game8-germany-france-9,182,"Again, I was assuming your fleet is moving into the channel but just let me know where you want the support from.",germany-Game8,Game8-germany-france-8,Game8-germany-france,france-Game8,182,9,1902,5,0,0
Game3-england-italy-58,266,"And what’s a northern triple when it’s at home? EGR? Agree he’s coming off all kinds of sketchy now, believe he’s offered an alliance to everyone on the board.",italy-Game3,Game3-england-italy-57,Game3-england-italy,england-Game3,266,58,1901,3,0,0
Game8-turkey-russia-40,403,https://media.tenor.com/images/d74df5ad5b63cc9bc13f9b7446184a3e/tenor.gif,russia-Game8,Game8-turkey-russia-39,Game8-turkey-russia,turkey-Game8,403,40,1903,5,0,0
Game12-england-france-103,737,"Bah, adjucation at noon hmm",france-Game12,Game12-england-france-102,Game12-england-france,england-Game12,737,103,1905,6,0,1
Game3-england-germany-10,81,We will be the best King and Queen ever!,england-Game3,Game3-england-germany-9,Game3-england-germany,germany-Game3,81,10,1901,3,0,0
Game12-turkey-russia-318,821,I feel like south of Switzerland is kind your turf and north of it is mine,russia-Game12,Game12-turkey-russia-317,Game12-turkey-russia,turkey-Game12,821,318,1906,11,1,0
